PLAY #,HF 1ª o 2ª parte ,SERIES oportunidades,DN oportunidades,DISTANCIA,YARD LN,RESULT,PI,PC,GN/LS,PLAY DIR,PASS ZONE,COVERAGE,BLZ_Jersey,BLZ_Name,RIVAL_CAN,RIVAL_FRA,RIVAL_ITA,RIVAL_NZL,RIVAL_SUI,RIVAL_SUIZA,RIVAL_USA,ODK ofensiva/ defensiva/ jugadas extras_K,ODK ofensiva/ defensiva/ jugadas extras_O,ODK ofensiva/ defensiva/ jugadas extras_S,OFF FORM_ARROW,OFF FORM_BUNCH,OFF FORM_DOBLE TIGHT,OFF FORM_DOBLES,OFF FORM_I,OFF FORM_ISO,OFF FORM_SLOT,OFF FORM_SLOT TIGHT,OFF FORM_SPREAD BUNCH,OFF FORM_TIGHT,OFF FORM_TRIPS,OFF FORM_TRIPS TIGHT,OFF FORM_USA,OFF STR_L,OFF STR_R,PLAY TYPE_2 Pt. Defend,PLAY TYPE_Extra Pt.,PLAY TYPE_Extra Pt. Block,PLAY TYPE_Pass,PLAY TYPE_Run,quarter,down,field_zone_Red Zone,play_result_category_Turnover
80,2,7,1.0,20.0,-5.0,Complete,1.0,1.0,4.0,R,3.0,,,,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
81,2,7,2.0,16.0,-9.0,Rush,,,3.0,R,,,,,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,2.0,True,False
82,2,7,3.0,13.0,-12.0,Rush,,,1.0,L,,,,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,3.0,True,False
83,2,7,4.0,12.0,-13.0,Rush,,,5.0,L,,,,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,4.0,True,False
84,2,8,1.0,20.0,-5.0,"Complete, TD",1.0,1.0,45.0,R,9.0,JAULA,1.0,María Vidal,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
85,2,8,0.0,5.0,5.0,No Good,1.0,0.0,0.0,L,2.0,GOAL LINE,1.0,María Vidal,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,4,0.0,True,False
86,2,8,1.0,20.0,-5.0,Downed,,,,,,,,,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4,1.0,True,False
1,1,1,1.0,20.0,-5.0,Complete,1.0,1.0,15.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1.0,True,False
2,1,1,2.0,5.0,-20.0,1st DN,1.0,1.0,24.0,L,7.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,2.0,True,False
3,1,1,1.0,6.0,6.0,"Complete, TD",1.0,1.0,6.0,R,6.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1.0,True,False
4,1,1,0.0,5.0,5.0,No Good,1.0,0.0,,R,6.0,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0.0,True,False
5,1,1,1.0,20.0,-5.0,Complete,1.0,1.0,5.0,L,1.0,DALLAS,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1.0,True,False
6,1,1,2.0,15.0,-10.0,Incomplete,1.0,0.0,0.0,R,9.0,DALLAS,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,2.0,True,False
7,1,1,3.0,15.0,-10.0,Complete,1.0,1.0,14.0,L,1.0,DALLAS,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,3.0,True,False
8,1,1,4.0,1.0,-24.0,1st DN,1.0,1.0,11.0,R,3.0,DALLAS,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,4.0,True,False
9,1,1,1.0,15.0,15.0,Complete,1.0,1.0,9.0,L,1.0,DALLAS,7.0,Elvira Núñez Calzado,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1.0,True,False
10,1,1,2.0,6.0,6.0,Incomplete,1.0,0.0,0.0,L,7.0,GOAL LINE,7.0,Elvira Núñez Calzado,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,2.0,True,False
11,1,1,3.0,6.0,6.0,"Complete, TD",1.0,1.0,6.0,L,2.0,GOAL LINE,7.0,Elvira Núñez Calzado,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,3.0,True,False
12,1,1,0.0,5.0,5.0,Good,1.0,1.0,5.0,R,6.0,GOAL LINE,7.0,Elvira Núñez Calzado,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0.0,True,False
13,1,2,1.0,20.0,-5.0,Complete,1.0,1.0,9.0,L,1.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1.0,True,False
14,1,2,2.0,11.0,-14.0,Complete,1.0,1.0,7.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1,2.0,True,False
15,1,2,3.0,4.0,-21.0,1st DN,1.0,1.0,6.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,3.0,True,False
16,1,2,1.0,23.0,23.0,Rush,,,15.0,R,,,,,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,1.0,False,False
17,1,2,2.0,8.0,8.0,Complete,1.0,1.0,5.0,L,1.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,2.0,True,False
18,1,2,3.0,3.0,3.0,Batted Down,1.0,0.0,0.0,R,2.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,3.0,True,False
19,1,2,4.0,3.0,3.0,Interception,1.0,0.0,0.0,R,6.0,,,,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,4.0,True,True
20,1,2,1.0,24.0,-1.0,Complete,1.0,1.0,9.0,R,2.0,DENVER,7.0,Elvira Núñez Calzado,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,1.0,True,False
21,1,2,2.0,15.0,-10.0,Complete,1.0,1.0,9.0,R,2.0,FALCON,7.0,Elvira Núñez Calzado,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,2.0,True,False
22,1,2,3.0,6.0,-19.0,1st DN,1.0,1.0,15.0,L,1.0,KANSAS,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,3.0,True,False
23,1,2,1.0,16.0,16.0,Complete,1.0,1.0,5.0,L,1.0,FALCON,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1.0,True,False
24,1,2,2.0,11.0,11.0,"Complete, TD",1.0,1.0,11.0,L,4.0,REGULAR,7.0,Elvira Núñez Calzado,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,2.0,True,False
25,1,2,0.0,5.0,5.0,No Good,1.0,0.0,0.0,R,6.0,SEAHAWK,7.0,Elvira Núñez Calzado,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,2,0.0,True,False
26,1,3,1.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,R,2.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1.0,True,False
27,1,3,2.0,20.0,-5.0,Penalty,1.0,1.0,16.0,L,2.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2,2.0,True,False
28,1,3,2.0,4.0,-21.0,1st DN,1.0,1.0,18.0,R,9.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,2.0,True,False
29,1,3,1.0,11.0,11.0,"Complete, TD",1.0,1.0,6.0,R,9.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1.0,True,False
30,1,3,0.0,5.0,5.0,No Good,1.0,0.0,0.0,R,6.0,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2,0.0,True,False
31,1,3,1.0,20.0,-5.0,Complete,1.0,1.0,13.0,L,2.0,DALLAS,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,1.0,True,False
32,1,3,2.0,7.0,-18.0,1st DN,1.0,1.0,9.0,R,2.0,KANSAS,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2.0,True,False
33,1,3,1.0,23.0,23.0,Penalty,,,-5.0,L,1.0,DALLAS,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,3,1.0,False,False
34,1,3,1.0,28.0,28.0,Complete,1.0,1.0,12.0,L,2.0,DALLAS WAKANDA,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,1.0,False,False
35,1,3,2.0,16.0,16.0,Complete,1.0,1.0,8.0,R,2.0,KANSAS,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,2.0,True,False
36,1,3,3.0,8.0,8.0,"Complete, TD",1.0,1.0,8.0,R,3.0,REGULAR,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,3.0,True,False
38,1,3,0.0,10.0,10.0,Good,1.0,1.0,,R,5.0,LINE,1.0,María Vidal,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,3,0.0,True,False
39,1,4,1.0,20.0,-5.0,Dropped,1.0,0.0,0.0,R,1.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,1.0,True,False
40,1,4,2.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,3,2.0,True,False
41,1,4,3.0,20.0,-5.0,Complete,1.0,1.0,5.0,L,1.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,3.0,True,False
42,1,4,4.0,20.0,-10.0,1st DN,1.0,1.0,16.0,L,4.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,4.0,True,False
43,1,4,1.0,24.0,24.0,Complete,1.0,1.0,8.0,R,2.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,3,1.0,False,False
44,1,4,2.0,16.0,16.0,Fumble,,,0.0,R,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,2.0,True,False
45,1,4,3.0,16.0,16.0,Batted Down,1.0,0.0,0.0,R,9.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,3,3.0,True,False
46,2,4,1.0,20.0,-5.0,Complete,1.0,1.0,13.0,L,1.0,DENVER,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,1.0,True,False
47,2,4,2.0,7.0,-18.0,Batted Down,1.0,0.0,0.0,R,3.0,REGULAR,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,2.0,True,False
48,2,4,3.0,7.0,-18.0,Incomplete,1.0,0.0,0.0,R,9.0,FALCON,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,3.0,True,False
49,2,4,4.0,7.0,-18.0,Incomplete,1.0,0.0,0.0,L,6.0,REGULAR,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,4.0,True,False
50,2,5,1.0,20.0,-5.0,Complete,1.0,1.0,4.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
51,2,5,2.0,16.0,-9.0,Incomplete,1.0,0.0,0.0,L,2.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2.0,True,False
52,2,5,3.0,16.0,-9.0,Incomplete,1.0,0.0,0.0,L,9.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,3.0,True,False
53,2,5,4.0,16.0,-9.0,1st DN,1.0,1.0,28.0,R,6.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,4.0,True,False
54,2,5,1.0,13.0,13.0,Complete,1.0,1.0,5.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,1.0,True,False
55,2,5,2.0,8.0,8.0,"Complete, TD",1.0,1.0,8.0,R,2.0,,,,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,2.0,True,False
56,2,5,0.0,10.0,10.0,No Good,1.0,0.0,,R,6.0,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0.0,True,False
57,2,5,1.0,20.0,-5.0,Complete,1.0,1.0,8.0,L,2.0,FALCON,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,1.0,True,False
58,2,5,2.0,12.0,-13.0,Penalty,,,-10.0,R,3.0,DALLAS,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,4,2.0,True,False
59,2,5,3.0,19.0,-6.0,Complete,1.0,1.0,13.0,L,1.0,KANSAS,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,4,3.0,True,False
60,2,5,4.0,6.0,-19.0,"Complete, TD",1.0,1.0,31.0,R,6.0,PARIS,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,4,4.0,True,False
61,2,5,0.0,10.0,10.0,No Good,1.0,0.0,0.0,R,9.0,USA,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,4,0.0,True,False
62,2,6,1.0,20.0,-5.0,Sack,,,-4.0,R,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
63,2,6,2.0,24.0,-1.0,"Interception, Def TD",1.0,0.0,0.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,2.0,True,True
64,2,6,0.0,5.0,5.0,Penalty,,,-2.0,L,1.0,REGULAR,1.0,María Vidal,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,4,0.0,True,False
65,2,6,0.0,2.0,2.0,Good,1.0,1.0,5.0,L,1.0,REGULAR,1.0,María Vidal,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,4,0.0,True,False
66,2,7,1.0,20.0,-5.0,Complete,1.0,1.0,5.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
67,2,7,2.0,15.0,-10.0,Fumble,,,0.0,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2.0,True,False
68,2,7,3.0,15.0,-10.0,Complete,1.0,1.0,10.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,3.0,True,False
69,2,7,4.0,5.0,-20.0,1st DN,1.0,1.0,9.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,4.0,True,False
70,2,7,1.0,21.0,21.0,"Complete, TD",1.0,1.0,21.0,L,7.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,1.0,False,False
71,2,7,0.0,10.0,10.0,No Good,1.0,0.0,0.0,L,8.0,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,0.0,True,False
72,2,6,1.0,20.0,-5.0,Complete,1.0,1.0,9.0,R,2.0,DALLAS WAKANDA,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,1.0,True,False
73,2,6,2.0,11.0,-14.0,Complete,1.0,1.0,6.0,R,3.0,FALCON,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2.0,True,False
74,2,6,3.0,5.0,-20.0,1st DN,1.0,1.0,22.0,L,7.0,REGULAR,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,3.0,True,False
75,2,6,1.0,9.0,9.0,Incomplete,1.0,0.0,0.0,L,8.0,REGULAR,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
76,2,6,2.0,9.0,9.0,"Complete, TD",1.0,1.0,9.0,R,5.0,REGULAR,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,2.0,True,False
77,2,6,0.0,10.0,10.0,No Good,1.0,0.0,0.0,L,4.0,USA,2.0,Victoria Sanchez Segarra,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,4,0.0,True,False
78,2,8,1.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,R,9.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
79,2,8,2.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2.0,True,False
80,2,8,3.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,R,9.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,3.0,True,False
81,2,8,4.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,R,3.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,4.0,True,False
82,2,7,1.0,20.0,-5.0,Complete,1.0,1.0,7.0,L,1.0,REGULAR,1.0,María Vidal,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
83,2,7,2.0,13.0,-12.0,Downed,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,2.0,True,False
