PLAY #,HF 1ª o 2ª parte ,SERIES oportunidades,DN oportunidades,DISTANCIA,YARD LN,RESULT,PI,PC,GN/LS,PLAY DIR,PASS ZONE,COVERAGE,BLZ_Jersey,BLZ_Name,RIVAL_CAN,RIVAL_FRA,RIVAL_ITA,RIVAL_NZL,RIVAL_SUI,RIVAL_SUIZA,RIVAL_USA,ODK ofensiva/ defensiva/ jugadas extras_K,ODK ofensiva/ defensiva/ jugadas extras_O,ODK ofensiva/ defensiva/ jugadas extras_S,OFF FORM_ARROW,OFF FORM_BUNCH,OFF FORM_DOBLE TIGHT,OFF FORM_DOBLES,OFF FORM_I,OFF FORM_ISO,OFF FORM_SLOT,OFF FORM_SLOT TIGHT,OFF FORM_SPREAD BUNCH,OFF FORM_TIGHT,OFF FORM_TRIPS,OFF FORM_TRIPS TIGHT,OFF FORM_USA,OFF STR_L,OFF STR_R,PLAY TYPE_2 Pt. Defend,PLAY TYPE_Extra Pt.,PLAY TYPE_Extra Pt. Block,PLAY TYPE_Pass,PLAY TYPE_Run,quarter,down,field_zone_Red Zone,play_result_category_Turnover
20,1,3,2.0,12.0,-13.0,Complete,1.0,1.0,3.0,L,2.0,DALLAS,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2,2.0,True,False
21,1,3,3.0,9.0,-16.0,Complete,1.0,1.0,8.0,R,3.0,DALLAS,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,3.0,True,False
22,1,3,4.0,1.0,-24.0,Batted Down,1.0,0.0,0.0,R,2.0,DALLAS,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,4.0,True,False
23,1,3,1.0,20.0,-5.0,"Complete, TD",1.0,1.0,45.0,R,9.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2,1.0,True,False
24,1,3,0.0,13.0,5.0,Good,1.0,1.0,5.0,R,3.0,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,0.0,True,False
25,1,4,1.0,20.0,-5.0,Dropped,1.0,0.0,0.0,R,3.0,DALLAS,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1.0,True,False
26,1,4,2.0,20.0,-5.0,Complete,1.0,1.0,5.0,R,3.0,INDIANA,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,2.0,True,False
27,1,4,3.0,15.0,-10.0,Batted Down,1.0,0.0,0.0,L,7.0,DALLAS,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,3.0,True,False
28,1,4,4.0,15.0,-10.0,1st DN,1.0,1.0,30.0,L,8.0,LINE,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2,4.0,True,False
29,1,4,1.0,10.0,10.0,Incomplete,1.0,0.0,0.0,R,2.0,DALLAS,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,2,1.0,True,False
30,1,4,2.0,10.0,10.0,Complete,1.0,1.0,4.0,R,2.0,REGULAR,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,2.0,True,False
31,1,4,3.0,6.0,6.0,Incomplete,1.0,0.0,0.0,R,6.0,REGULAR,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,3.0,True,False
32,1,4,4.0,6.0,6.0,"Complete, TD",1.0,1.0,6.0,L,1.0,REGULAR,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,4.0,True,False
33,1,4,0.0,5.0,5.0,No Good,1.0,0.0,0.0,R,6.0,REGULAR,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,3,0.0,True,False
34,1,4,1.0,5.0,-5.0,Complete,1.0,1.0,5.0,L,1.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,1.0,True,False
35,1,4,2.0,10.0,-10.0,1st DN,1.0,1.0,16.0,L,2.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2.0,True,False
36,1,4,1.0,24.0,24.0,Rush,,,3.0,R,,,,,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3,1.0,False,False
37,1,4,2.0,21.0,21.0,Complete,1.0,1.0,8.0,R,3.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3,2.0,False,False
38,1,4,3.0,13.0,13.0,Incomplete,1.0,0.0,0.0,R,3.0,,,,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,3.0,True,False
39,1,4,4.0,13.0,13.0,"Complete, TD",1.0,1.0,13.0,L,4.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,4.0,True,False
40,1,4,0.0,5.0,5.0,Good,1.0,1.0,,L,2.0,,,,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3,0.0,True,False
41,1,5,1.0,20.0,-5.0,Batted Down,1.0,0.0,0.0,R,3.0,KANSAS,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,1.0,True,False
42,1,5,2.0,20.0,-5.0,Complete,1.0,1.0,4.0,R,3.0,JAULA,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,3,2.0,True,False
43,1,5,3.0,16.0,-9.0,1st DN,1.0,1.0,27.0,R,9.0,JAULA,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,3.0,True,False
44,1,5,1.0,14.0,14.0,Complete,1.0,1.0,5.0,L,1.0,JAULA,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,3,1.0,True,False
45,1,5,2.0,9.0,9.0,Batted Down,1.0,0.0,0.0,R,6.0,REGULAR,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2.0,True,False
46,1,5,3.0,9.0,9.0,Batted Down,1.0,0.0,0.0,R,6.0,REGULAR,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,3.0,True,False
47,2,5,1.0,20.0,-5.0,Complete,1.0,1.0,6.0,R,3.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
48,2,5,2.0,14.0,-11.0,Incomplete,1.0,0.0,0.0,L,7.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2.0,True,False
49,2,5,3.0,14.0,-11.0,Complete,1.0,1.0,4.0,R,3.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,3.0,True,False
50,2,5,4.0,10.0,-15.0,Dropped,1.0,0.0,0.0,L,4.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,4.0,True,False
51,2,6,1.0,20.0,-5.0,Batted Down,1.0,0.0,0.0,R,3.0,REGULAR,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,4,1.0,True,False
52,2,6,2.0,20.0,-5.0,Rush,,,6.0,R,,DALLAS,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,4,2.0,True,False
53,2,6,3.0,14.0,-11.0,Complete,1.0,1.0,7.0,L,1.0,DALLAS,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,4,3.0,True,False
54,2,6,4.0,7.0,-18.0,1st DN,1.0,1.0,12.0,L,1.0,DALLAS,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,4.0,True,False
55,2,6,1.0,20.0,20.0,Complete,1.0,1.0,7.0,R,1.0,DALLAS,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
56,2,6,2.0,13.0,13.0,Incomplete,1.0,0.0,0.0,R,2.0,DALLAS,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,2.0,True,False
57,2,6,3.0,13.0,13.0,Interception,1.0,0.0,0.0,L,1.0,DALLAS,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,3.0,True,True
58,2,6,1.0,19.0,-6.0,Incomplete,1.0,0.0,0.0,R,2.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
59,2,6,2.0,19.0,-6.0,Rush,,,13.0,L,,,,,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,2.0,True,False
60,2,6,3.0,6.0,-19.0,1st DN,1.0,1.0,16.0,R,6.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,3.0,True,False
61,2,6,1.0,15.0,15.0,"Complete, TD",1.0,1.0,15.0,R,9.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
62,2,6,0.0,5.0,5.0,No Good,1.0,0.0,0.0,R,6.0,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,4,0.0,True,False
63,2,7,1.0,20.0,-5.0,Interception,1.0,0.0,0.0,R,9.0,DALLAS,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,1.0,True,True
64,2,7,1.0,20.0,20.0,Complete,1.0,1.0,12.0,L,1.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
65,2,7,2.0,8.0,8.0,Batted Down,1.0,0.0,0.0,L,7.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,2.0,True,False
66,2,7,3.0,8.0,8.0,Incomplete,1.0,0.0,0.0,L,4.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,3.0,True,False
67,2,7,4.0,8.0,8.0,Incomplete,1.0,0.0,0.0,R,6.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,4.0,True,False
68,2,8,1.0,20.0,-5.0,Complete,1.0,1.0,8.0,R,2.0,DALLAS,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,1.0,True,False
69,2,8,2.0,12.0,-13.0,Complete,1.0,1.0,6.0,R,3.0,FALCON,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,4,2.0,True,False
70,2,8,3.0,6.0,-19.0,Complete,1.0,1.0,0.0,L,1.0,REGULAR,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,3.0,True,False
71,2,8,4.0,6.0,-19.0,Penalty,,,,,,,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,4.0,True,False
72,2,8,1.0,20.0,-5.0,1st DN,1.0,1.0,34.0,R,8.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,True,False
73,2,8,1.0,11.0,11.0,Rush,,,-6.0,R,,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,4,1.0,True,False
74,2,8,2.0,17.0,17.0,Complete,1.0,1.0,9.0,R,3.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,4,2.0,True,False
75,2,8,3.0,8.0,8.0,Complete,1.0,1.0,7.0,R,3.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,3.0,True,False
76,2,8,4.0,1.0,1.0,"Complete, TD",1.0,1.0,1.0,L,1.0,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,4.0,True,False
77,2,8,0.0,13.0,5.0,Good,1.0,1.0,5.0,R,3.0,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,0.0,True,False
78,2,9,1.0,20.0,-5.0,Complete,1.0,1.0,7.0,L,1.0,,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,4,1.0,True,False
79,2,9,2.0,13.0,-12.0,Batted Down,1.0,0.0,0.0,L,7.0,KANSAS,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,4,2.0,True,False
80,2,9,3.0,13.0,-12.0,1st DN,1.0,1.0,14.0,L,2.0,KANSAS,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4,3.0,True,False
81,2,9,1.0,24.0,24.0,Dropped,1.0,0.0,0.0,L,1.0,KANSAS,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1.0,False,False
82,2,9,2.0,24.0,24.0,Complete,1.0,1.0,9.0,R,3.0,JAULA,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,2.0,False,False
83,2,9,3.0,15.0,15.0,Complete,1.0,1.0,8.0,L,2.0,JAULA,1.0,María Vidal,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,4,3.0,True,False
84,2,9,4.0,7.0,7.0,Incomplete,1.0,0.0,0.0,L,1.0,REGULAR,7.0,Elvira Núñez Calzado,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,4,4.0,True,False
1,1,1,1.0,20.0,-5.0,Complete,1.0,1.0,5.0,R,3.0,DALLAS WAKANDA,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1,1.0,True,False
2,1,1,2.0,15.0,-10.0,Complete,1.0,1.0,11.0,L,1.0,FALCON,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,2.0,True,False
3,1,1,3.0,4.0,-21.0,1st DN,1.0,1.0,14.0,R,6.0,DALLAS WAKANDA,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1,3.0,True,False
4,1,1,1.0,15.0,15.0,Complete,1.0,1.0,5.0,L,2.0,KANSAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1.0,True,False
5,1,1,2.0,10.0,10.0,"Complete, TD",1.0,1.0,10.0,R,3.0,DALLAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,2.0,True,False
6,1,1,0.0,5.0,5.0,Good,1.0,1.0,5.0,L,1.0,REGULAR,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1,0.0,True,False
7,1,1,1.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,L,1.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1.0,True,False
8,1,1,2.0,20.0,-5.0,Complete,1.0,1.0,19.0,L,5.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,2.0,True,False
9,1,1,3.0,1.0,-24.0,1st DN,1.0,1.0,25.0,R,9.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,3.0,True,False
10,1,1,1.0,1.0,1.0,"Complete, TD",1.0,1.0,1.0,L,1.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1.0,True,False
11,1,1,0.0,13.0,5.0,No Good,1.0,0.0,,R,3.0,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,1,0.0,True,False
12,1,2,1.0,20.0,-5.0,Complete,1.0,1.0,5.0,R,2.0,DALLAS WAKANDA,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1.0,True,False
13,1,2,2.0,15.0,-10.0,1st DN,1.0,1.0,18.0,R,3.0,REGULAR,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,2.0,True,False
14,1,2,1.0,21.0,21.0,Penalty,,,-5.0,L,7.0,KANSAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1.0,False,False
15,1,2,1.0,26.0,26.0,Incomplete,1.0,0.0,0.0,R,5.0,DALLAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1,1.0,False,False
16,1,2,2.0,26.0,26.0,Complete,1.0,1.0,7.0,R,3.0,DALLAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2,2.0,False,False
17,1,2,3.0,19.0,19.0,Incomplete,1.0,0.0,0.0,L,1.0,DALLAS,7.0,Elvira Núñez Calzado,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,3.0,True,False
18,1,2,4.0,19.0,19.0,Interception,1.0,0.0,0.0,R,8.0,LINE,7.0,Elvira Núñez Calzado,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,4.0,True,True
19,1,2,1.0,20.0,-5.0,Complete,1.0,1.0,8.0,R,3.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1.0,True,False
20,1,2,2.0,12.0,-13.0,Complete,1.0,1.0,9.0,R,2.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,2.0,True,False
21,1,2,3.0,3.0,-22.0,1st DN,1.0,1.0,8.0,L,1.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2,3.0,True,False
22,1,2,1.0,9.0,9.0,"Rush, TD",,,9.0,L,,,,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,1.0,True,False
23,1,2,0.0,13.0,5.0,Good,1.0,1.0,,R,9.0,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,2,0.0,True,False
24,1,3,1.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,R,3.0,KANSAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,1.0,True,False
25,1,3,2.0,20.0,-5.0,Batted Down,1.0,0.0,0.0,L,5.0,DALLAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,2.0,True,False
26,1,3,3.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,L,1.0,DALLAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,3.0,True,False
27,1,3,4.0,20.0,-5.0,Complete,1.0,1.0,14.0,R,3.0,LINE,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,4.0,True,False
28,1,3,1.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,L,7.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,2,1.0,True,False
29,1,3,2.0,20.0,-5.0,Complete,1.0,1.0,9.0,R,3.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2,2.0,True,False
30,1,3,3.0,11.0,-14.0,Rush,,,-1.0,R,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,3.0,True,False
31,1,3,4.0,12.0,-13.0,Batted Down,1.0,0.0,0.0,R,3.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,4.0,True,False
32,1,4,1.0,20.0,-5.0,Complete,1.0,1.0,9.0,R,3.0,JAULA,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,1.0,True,False
33,1,4,2.0,11.0,-14.0,Complete,1.0,1.0,10.0,L,2.0,JAULA,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2.0,True,False
34,1,4,3.0,1.0,-24.0,1st DN,1.0,1.0,13.0,R,2.0,DALLAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,3.0,True,False
35,1,4,1.0,13.0,13.0,Complete,1.0,1.0,9.0,R,3.0,DALLAS,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,1.0,True,False
36,1,4,2.0,4.0,4.0,Incomplete,1.0,0.0,0.0,R,6.0,GOAL LINE,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,2.0,True,False
37,1,4,3.0,4.0,4.0,Incomplete,1.0,0.0,0.0,L,4.0,GOAL LINE,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,3.0,True,False
38,1,4,4.0,4.0,4.0,"Complete, TD",1.0,1.0,4.0,R,3.0,GOAL LINE,1.0,María Vidal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,4.0,True,False
39,1,4,0.0,13.0,5.0,Good,1.0,1.0,5.0,L,1.0,GOAL LINE,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,3,0.0,True,False
40,1,4,1.0,20.0,-5.0,Incomplete,1.0,0.0,0.0,L,1.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,1.0,True,False
41,1,4,2.0,20.0,-5.0,Complete,1.0,1.0,6.0,R,3.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2.0,True,False
42,1,4,3.0,14.0,-11.0,Sack,,,-1.0,R,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,3,3.0,True,False
43,2,5,1.0,20.0,-5.0,Complete,1.0,1.0,12.0,R,3.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,3,1.0,True,False
44,2,5,2.0,8.0,-17.0,Incomplete,1.0,0.0,0.0,R,3.0,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2.0,True,False
45,2,5,3.0,8.0,-17.0,Rush,,,0.0,R,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3,3.0,True,False
